Title|Link|Discounted Price|Original Price|Discount
Love Live! Nijigasaki High School Idol Club Rina Tennoji 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-176625|24,035 JPY|25,300 JPY|5.0%
[That Time I Got Reincarnated as a Slime] Milim Nava -Donrou Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-134537|24,480 JPY|34,980 JPY|30.02%
Azur Lane Ark Royal 1/7 Complete Figure AmiAmi Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-154259|32,571 JPY|46,530 JPY|30.0%
KDcolle KONOSUBA-God's blessing on this wonderful world! Megumin grid girl ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-148392|12,650 JPY|25,300 JPY|50.0%
TV Anime "KonoSuba 3" Aqua Fairy Tale ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170662|18,510 JPY|21,780 JPY|15.01%
Nevaostro illustration by Kishi yasuri 1/7 Complete Figure Bonus Inclusive Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-164735|15,400 JPY|22,000 JPY|30.0%
"Chainsaw Man" Power 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-147187|20,900 JPY|29,920 JPY|30.15%
Fate/Grand Order Caster/Murasaki Shikibu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-135882|23,580 JPY|29,480 JPY|20.01%
TID Original NIYA China Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-143443|9,900 JPY|19,800 JPY|50.0%
No Game No Life Shiro Hot Spring Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-149158|19,460 JPY|27,800 JPY|30.0%
Yu-Gi-Oh! ZEXAL Gagaga Girl 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152003|19,980 JPY|28,600 JPY|30.14%
Azur Lane Takao Beach Rhapsody Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-148689|13,800 JPY|17,380 JPY|20.6%
[Bonus] Honor of Kings Chang'e Princess of the Cold Moon ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-164619|18,480 JPY|26,400 JPY|30.0%
KDcolle STEINS;GATE 0 Kurisu Makise 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-172367|28,200 JPY|31,350 JPY|10.05%
Seiden -RG VEDA- Asura 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-153748|25,500 JPY|27,280 JPY|6.52%
Azur Lane Penelope Salty Maid Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-147667|11,500 JPY|21,500 JPY|46.51%
[AmiAmi Exclusive Bonus] PRISMA WING Sword Art Online Asuna 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-148410|21,483 JPY|30,690 JPY|30.0%
Shuria-chan illustration by JackDempa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-143933|24,750 JPY|27,500 JPY|10.0%
Azur Lane Charybdis: Red Chamber of Healing 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-163706|17,226 JPY|19,800 JPY|13.0%
Super Sonico 10th Merry Christmas! 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-149078|18,920 JPY|23,650 JPY|20.0%
Urusei Yatsura Lum & Ten BOX cafe&space Collaboration 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150167|20,550 JPY|29,370 JPY|30.03%
Shangri-La Frontier Arthur Pencilgon 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166268|14,850 JPY|24,750 JPY|40.0%
PRISMA WING No Game No Life Shiro 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139035|21,120 JPY|35,200 JPY|40.0%
13 Sentinels: Aegis Rim Ryoko Shinonome 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-148199|19,980 JPY|28,600 JPY|30.14%
Gods' Games We Play Pearl Diamond 1/7 scale figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170638|2,464 JPY|3,520 JPY|30.0%
Umamusume Pretty Derby Manhattan Cafe 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171944|21,900 JPY|23,100 JPY|5.19%
Azur Lane St. Louis 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-058747|24,400 JPY|30,580 JPY|20.21%
[Exclusive Sale] She Laughs Shy...I Feel Ashamed AMAGASA TSUDURI Bunny Style Illustrated by Piromizu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160915|19,250 JPY|27,500 JPY|30.0%
Honor of Kings Swan Starlets Xiao Qiao 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160606|26,136 JPY|43,560 JPY|40.0%
TV Anime "My Dress-Up Darling" "Marin Liz ver." 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166266|19,800 JPY|24,200 JPY|18.18%
KDcolle KONOSUBA:ANEXPLOSION on this wonderful world! Megumin gothic lolita dress ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-156358|16,335 JPY|21,780 JPY|25.0%
KDcolle Date A Bullet Light Novel: Kurumi Tokisaki Cat ears ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171622|19,600 JPY|21,780 JPY|10.01%
The Quintessential Quintuplets SS Nino Nakano -Shiromuku- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-140257|16,786 JPY|23,980 JPY|30.0%
Fate/Grand Order Caster/Shuten Douji [Halloween] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161592|33,470 JPY|39,380 JPY|15.01%
Princess Connect! Re:Dive Pecorine (Princess) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136456|21,800 JPY|31,350 JPY|30.46%
Azur Lane Dido Anxious Bisque Doll Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165798|24,980 JPY|26,400 JPY|5.38%
"Girls' Frontline" Suomi -Blissful Mission Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-127067|18,865 JPY|26,950 JPY|30.0%
The Rising of the Shield Hero Season 2 Raphtalia -Shiromuku- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-138770|18,326 JPY|26,180 JPY|30.0%
Yu-Gi-Oh! Card Game Monster Figure Collection Dark Magician of Chaos 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170566|20,000 JPY|25,300 JPY|20.95%
Genshin Impact Aether 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-142927|15,520 JPY|18,480 JPY|16.02%
"Hatsune Miku GALAXY LIVE 2020" Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-143357|20,790 JPY|29,700 JPY|30.0%
Girls' Frontline FX-05 She Comes From The Rain 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-154467|15,240 JPY|21,780 JPY|30.03%
Movie "Kara no Kyoukai" Shiki Ryougi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170872|18,480 JPY|22,000 JPY|16.0%
That Time I Got Reincarnated as a Slime Milim Nava Dragonoid Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-159401|23,980 JPY|37,180 JPY|35.5%
[That Time I Got Reincarnated as a Slime] Rimuru Tempest -Hagun Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-134536|24,480 JPY|34,980 JPY|30.02%
[Exclusive Sale] Girls' Frontline RO635 Enforcer of the Law 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-147907|24,480 JPY|28,800 JPY|15.0%
[Bonus] LUMINOUSTAR Illustrated by Tiv 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-145073|10,560 JPY|17,600 JPY|40.0%
Azur Lane Suruga Straightfaced Model Student ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-144767|8,514 JPY|28,380 JPY|70.0%
Overlord Albedo Negligee Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166083|20,700 JPY|23,000 JPY|10.0%
Atelier Ryza: Ever Darkness & the Secret Hideout Ryza (Reisalin Stout) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-146823|19,184 JPY|23,980 JPY|20.0%
TV Anime "Berserk" Guts Black Swordsman Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165945|23,760 JPY|29,700 JPY|20.0%
[Bonus] Date A Bullet Kurumi Tokisaki - Gunner ver. - 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-133766|17,600 JPY|22,000 JPY|20.0%
Movie "The Quintessential Quintuplets" Miku Nakano -Floral Dress Ver.- 1/7 Complete Figure (SHIBUYA SCRAMBLE FIGURE)|https://www.amiami.com/eng/detail/?gcode=FIGURE-153986|20,790 JPY|29,700 JPY|30.0%
Date A Live IV Kurumi Tokisaki -Shiromuku- 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139740|19,866 JPY|28,380 JPY|30.0%
PRISMA WING Date A Bullet Kurumi Tokisaki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-140822|29,600 JPY|32,890 JPY|10.0%
RWBY: Ice Queendom Ruby Rose: Lucid Dream 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-163550|24,600 JPY|32,800 JPY|25.0%
Azur Lane Shimakaze The Island Wind Rests Ver. DX Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-169192|18,645 JPY|24,860 JPY|25.0%
Aquatope of White Sand Kukuru Misakino & Fuka Miyazawa 1/7 Complete Figures Set|https://www.amiami.com/eng/detail/?gcode=FIGURE-132886|34,881 JPY|49,830 JPY|30.0%
Evangelion (RADIO EVA) Shinji Ikari Ver.RADIO EVA Part.2 Original Color 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150597|9,980 JPY|21,450 JPY|53.47%
RO-KYU-BU! SS Tomoka Minato -Animal Ear Lingerie Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-168771|22,570 JPY|25,080 JPY|10.01%
Evangelion (RADIO EVA) Rei Ayanami Ver. RADIO EVA Part.2 Original Color 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-138461|11,800 JPY|21,450 JPY|44.99%
Azur Lane Honolulu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-137618|23,000 JPY|36,080 JPY|36.25%
[Exclusive Sale] Pilot Oneesan 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-140638|10,560 JPY|21,120 JPY|50.0%
Star Trek Bishoujo Command Officer 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-174601|17,760 JPY|18,700 JPY|5.03%
Nevaostro illustration by Kishi yasuri 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-164734|13,860 JPY|19,800 JPY|30.0%
Azur Lane Tosa Hometown Zest 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166869|23,100 JPY|30,800 JPY|25.0%
[Bonus] KDcolle ARMS NOTE Powered Bunny 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165942|27,100 JPY|30,800 JPY|12.01%
MARVEL BISHOUJO MARVEL UNIVERSE Spider-Gwen Renewal Package 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160588|13,090 JPY|18,700 JPY|30.0%
[AmiAmi Limited Edition] Touhou Project Koishi Komeiji illustration by Mahiro Miyase 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170421|22,860 JPY|25,410 JPY|10.04%
Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Hestia -Wedding Dress- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-145523|24,486 JPY|34,980 JPY|30.0%
Ivy illustration by YD 1/7 Complete Figure Bonus Inclusive Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-163386|12,727 JPY|19,580 JPY|35.0%
R-chan Gothic Lolita Ver. illustration by Momoko 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-163384|23,180 JPY|27,280 JPY|15.03%
Phantasy Star Online 2 es Khorshid 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160216|15,400 JPY|22,000 JPY|30.0%
Rascal Does Not Dream of Bunny Girl Senpai Shoko Makinohara -Enoshima Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-130282|24,640 JPY|35,200 JPY|30.0%
THE IDOLM@STER Cinderella Girls Kanade Hayami Mystic Dawn Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-147785|17,400 JPY|21,780 JPY|20.11%
KDcolle Date A Bullet Light Novel: Kurumi Tokisaki Cat ears ver. KADOKAWA Deluxe Set 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171624|32,725 JPY|38,500 JPY|15.0%
[Bonus] PLATONICA Illustrated by Tiv 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-145074|10,560 JPY|17,600 JPY|40.0%
Blue Archive - Shizuyama Mashiro 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-148967|24,100 JPY|28,380 JPY|15.08%
Dragon- Dragon Princess 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-159985|16,720 JPY|20,900 JPY|20.0%
Youjo Senki Tanya Degurechaff 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150525|23,100 JPY|33,000 JPY|30.0%
Re:ZERO -Starting Life in Another World- Echidna China Dress ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136600|19,096 JPY|27,280 JPY|30.0%
Ys VIII -Lacrimosa of DANA- Adol Christin 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171703|22,630 JPY|26,950 JPY|16.03%
Cat Ear Maid Peng Peng 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171185|10,670 JPY|11,000 JPY|3.0%
KDcolle SPY ROOM Light Novel "Flower Garden" Lily 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150943|10,780 JPY|26,950 JPY|60.0%
[Exclusive Sale] Persona 5: Dancing in Starlight Ann Takamaki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171400|16,830 JPY|19,800 JPY|15.0%
"Rent-A-Girlfriend" Ruka Sarashina Bunny Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161172|12,870 JPY|19,800 JPY|35.0%
Azur Lane Graf Zeppelin Beachside Urd Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-134967|19,820 JPY|25,080 JPY|20.97%
The Quintessential Quintuplets SS Miku Nakano -Shiromuku- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-140258|16,786 JPY|23,980 JPY|30.0%
Luana illustration by Riichu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-164695|13,475 JPY|19,250 JPY|30.0%
Mia illustration by YD 1/7 Complete Figure Limited Edition w/Bonus|https://www.amiami.com/eng/detail/?gcode=FIGURE-156309|11,748 JPY|19,580 JPY|40.0%
BanG Dream! Girls Band Party! [Kagayaki ni Te o Nobashite] Kasumi Toyama 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-138285|27,720 JPY|39,600 JPY|30.0%
Bluelock Meguru Bachira 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-151978|16,940 JPY|24,200 JPY|30.0%
RABBIT GIRL illustration by Gen Grandia 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165831|19,200 JPY|19,800 JPY|3.03%
Mushoku Tensei: Jobless Reincarnation II Roxy Migurdia Wedding Swimsuit Figure 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170954|28,180 JPY|29,700 JPY|5.12%
Flamingo - Ballet Girl illustration by Nekojira 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152780|6,776 JPY|9,680 JPY|30.0%
TV Anime "Atelier Ryza: Ever Darkness & the Secret Hideout" Reisalin Stout Dress Ver. 1/7 Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161001|16,280 JPY|27,280 JPY|40.32%
Girls' Frontline UMP45 Lop-eared Agent Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-153749|19,430 JPY|20,460 JPY|5.03%
[Bonus] Touhou Project Reimu Hakurei illustration by Fuzichoco 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-158349|28,710 JPY|31,900 JPY|10.0%
Ensemble Stars!! Rei Sakuma Entrancing Myth Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-164056|20,790 JPY|23,100 JPY|10.0%
Neptunia Virtual Stars Neptune 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166448|20,570 JPY|24,200 JPY|15.0%
[Bonus] Punishing: Gray Raven Qu-Pavo 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161200|22,400 JPY|26,400 JPY|15.15%
TRANSFORMERS Bishoujo Transformers Optimus Prime 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-141944|15,840 JPY|17,600 JPY|10.0%
Azur Lane Honolulu Light Armor ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-137635|17,250 JPY|21,780 JPY|20.8%
KDcolle Angel Beats! Kanade Tachibana Swimsuit ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173410|19,600 JPY|21,780 JPY|10.01%
That Time I Got Reincarnated as a Slime Milim Nava -Shutsugeki nano da!- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-131973|17,510 JPY|21,890 JPY|20.01%
Evangelion: 2.0 You Can [Not] Advance Asuka Langley Shikinami 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-154726|25,700 JPY|30,250 JPY|15.04%
[Bonus] Luna illustration by YD 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136661|17,760 JPY|18,700 JPY|5.03%
Cielfetta 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-168028|21,560 JPY|30,800 JPY|30.0%
[Bonus] Awahara Shiori Stewardess ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-135447|11,220 JPY|18,700 JPY|40.0%
[AmiAmi Exclusive Bonus] [Exclusive Sale] DRACU-RIOT! Erina Olegovna Aveen 1/7 AmiAmi Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-149886|25,190 JPY|26,400 JPY|4.58%
Street Witch Lily Illustrated by DSmile 1/7 Complete Figure Bonus Inclusive Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-161978|28,800 JPY|29,700 JPY|3.03%
Timaeus draco bellatrix feminina 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-174053|24,770 JPY|29,150 JPY|15.03%
KDcolle Angel Beats! Kanade Tachibana Swimsuit ver. KADOKAWA Special Set 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173411|20,850 JPY|24,530 JPY|15.0%
Re:ZERO -Starting Life in Another World- Rem -Egg Art Ver.- 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-141495|20,790 JPY|29,700 JPY|30.0%
Re:ZERO -Starting Life in Another World- Rem -Wedding Dress- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-128589|15,444 JPY|25,740 JPY|40.0%
Umamusume Pretty Derby Symboli Rudolf: Signature Racewear Ver. 1/7 scale figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170449|23,560 JPY|24,800 JPY|5.0%
Ito Life 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162423|16,940 JPY|24,200 JPY|30.0%
"Jujutsu Kaisen" Maki Zenin 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-153604|21,560 JPY|30,800 JPY|30.0%
Tearmoon Empire Mia Luna Tearmoon 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-163416|15,015 JPY|21,450 JPY|30.0%
Yu-Gi-Oh! Duel Monsters Dark Paladin 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-156150|23,000 JPY|29,700 JPY|22.56%
Overlord Ainz Ooal Gown Audience ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-146279|34,650 JPY|49,500 JPY|30.0%
KDcolle Love Live! Nijigasaki High School Idol Club Karin Asaka & Ai Miyashita SUPER NOVA ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173414|35,640 JPY|39,600 JPY|10.0%
[Bonus] Chinese Paladin: Sword and Fairy Zhao Ling-Er "Shi Hua Ji" Xian Ling Xian Zong ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-156242|13,090 JPY|18,700 JPY|30.0%
Moen Dress Ver. illustration by Kishi yasuri 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150825|16,302 JPY|27,170 JPY|40.0%
TV Anime "Umamusume Pretty Derby Season 3" Kitasan Black New Racing Outfit (Kechigan no Shimaibana) ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165811|17,980 JPY|25,850 JPY|30.44%
TV Anime "Akebi-chan no Sailor Fuku" "Komichi Akebi Summer Uniform ver." 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170227|13,860 JPY|19,800 JPY|30.0%
[Bonus] Honkai Impact 3rd Durandal Stellar Promise Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160492|23,980 JPY|24,750 JPY|3.11%
Penguindrum Princess of the Crystal -10th Anniversary- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139640|19,866 JPY|28,380 JPY|30.0%
TV Anime "The Quintessential Quintuplets SS" "Itsuki Nakano Angel ver." 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173026|25,240 JPY|29,700 JPY|15.02%
[Exclusive Sale] "Sana Chitose" from "Araburu Tenshin Ranman no Pose" 1/7 Complete Figure AmiAmi Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-140559|12,280 JPY|22,330 JPY|45.01%
Sister Succubus Illustrated by DISH 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162901|22,000 JPY|25,300 JPY|13.04%
TONIKAWA: Over The Moon For You Tsukasa Yuzaki -Shiromuku- 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-153386|22,480 JPY|32,120 JPY|30.01%
Spy x Family Anya Forger 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-142321|9,980 JPY|14,300 JPY|30.21%
Princess Connect! Re:Dive Kokkoro 6-star 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-140952|20,944 JPY|29,920 JPY|30.0%
Hell's Paradise: Jigokuraku Yamada Asaemon Sagiri 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-154015|17,600 JPY|22,000 JPY|20.0%
KDcolle The Demon Sword Master of Excalibur Academy Riselia : Light Novel 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161963|20,999 JPY|29,999 JPY|30.0%
[Bonus] Tana Black Bunny Girl 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152316|16,720 JPY|20,900 JPY|20.0%
Date A Live II Kurumi Tokisaki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-168564|9,700 JPY|11,550 JPY|16.02%
PRISMA WING Golden Kamuy Saichi Sugimoto 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-144609|22,000 JPY|37,290 JPY|41.0%
Re:ZERO -Starting Life in Another World- Rem Wa-Bunny 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-149753|17,990 JPY|25,850 JPY|30.41%
Spy x Family Loid Forger 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-142320|12,300 JPY|17,600 JPY|30.11%
